,COMMUNITY AREA NAME,BUILDING_SUBTYPE,TOTAL KWH,TOTAL THERMS,TOTAL POPULATION,TOTAL UNITS,AVERAGE BUILDING AGE,AVERAGE HOUSESIZE
1022,West Ridge,Single Family,10613.0,,33.0,15.0,59.0,2.2
1024,West Englewood,Single Family,15426.0,,7.0,3.0,103.0,3.5
1027,West Englewood,Single Family,77127.0,9896.0,33.0,16.0,92.86,3.0
1028,West Englewood,Single Family,40519.0,5258.0,16.0,6.0,87.0,2.67
1031,West Garfield Park,Single Family,,2860.0,94.0,30.0,113.0,4.09
1037,West Lawn,Single Family,91159.0,13379.0,53.0,14.0,57.42,3.79
1038,West Lawn,Multi < 7,36908.0,8644.0,86.0,23.0,36.67,4.3
1039,West Lawn,Single Family,75708.0,8910.0,40.0,10.0,54.33,4.0
1040,West Pullman,Multi < 7,6410.0,,0.0,0.0,94.0,0.0
1042,West Pullman,Single Family,37984.0,5615.0,30.0,9.0,90.8,5.0
1043,West Pullman,Multi < 7,3673.0,,43.0,18.0,106.0,2.69
1044,West Pullman,Multi < 7,10620.0,,91.0,24.0,89.0,4.33
1046,West Ridge,Multi < 7,45735.0,9909.0,66.0,20.0,40.5,3.47
1047,West Ridge,Single Family,29679.0,4311.0,23.0,7.0,52.0,3.83
1048,West Ridge,Single Family,95189.0,18554.0,33.0,14.0,84.23,2.54
1049,West Ridge,Multi < 7,59262.0,7538.0,61.0,25.0,91.0,2.65
1050,West Ridge,Multi < 7,45766.0,9713.0,120.0,45.0,62.0,2.86
1052,West Ridge,Multi < 7,8685.0,2023.0,22.0,10.0,56.0,2.44
1053,West Ridge,Multi < 7,16794.0,7928.0,5.0,4.0,55.0,1.25
1062,Avalon Park,Multi < 7,6363.0,,50.0,17.0,90.0,2.94
1063,West Town,Multi < 7,43347.0,4800.0,12.0,4.0,121.0,3.0
1066,Woodlawn,Multi < 7,2069.0,,22.0,8.0,112.0,2.75
1075,Ashburn,Multi < 7,251.0,,87.0,25.0,116.0,3.95
1077,Ashburn,Multi 7+,16390.0,,62.0,50.0,43.0,2.14
1079,Ashburn,Single Family,38550.0,3793.0,4.0,1.0,66.75,4.0
1089,Austin,Multi 7+,8840.0,269.0,156.0,59.0,82.0,2.89
1090,Austin,Multi < 7,,3151.0,48.0,15.0,84.0,3.2
1094,Austin,Multi 7+,38052.0,8044.0,173.0,67.0,43.0,3.26
1095,Austin,Single Family,6990.0,,62.0,17.0,71.5,3.88
1096,Avalon Park,Multi 7+,,119.0,48.0,26.0,83.0,2.82
1102,Avondale,Multi 7+,23010.0,2587.0,131.0,51.0,95.0,3.28
1104,Belmont Cragin,Multi < 7,6798.0,,82.0,16.0,22.0,5.13
1106,Belmont Cragin,Multi < 7,5916.0,,57.0,17.0,85.0,3.8
1108,Calumet Heights,Multi 7+,39033.0,,33.0,17.0,49.0,1.94
1109,Chatham,Single Family,65306.0,,11.0,6.0,0.0,2.2
1111,Chatham,Multi 7+,1109074.0,,126.0,102.0,0.0,1.25
1113,Chicago Lawn,Multi 7+,6790.0,120.0,70.0,14.0,81.0,5.38
1115,Chicago Lawn,Multi < 7,2043.0,,77.0,23.0,88.0,3.67
1116,Chicago Lawn,Multi < 7,10620.0,,102.0,23.0,89.0,5.1
1117,Near West Side,Multi < 7,4703.0,615.0,347.0,118.0,68.5,3.13
1118,Chicago Lawn,Multi < 7,33482.0,,58.0,22.0,46.0,2.76
1119,Chicago Lawn,Multi 7+,29765.0,,83.0,22.0,86.0,4.15
1120,Rogers Park,Multi 7+,,23540.0,268.0,66.0,95.0,1.35
1121,Dunning,Multi < 7,,1353.0,58.0,17.0,82.0,3.41
1126,Edgewater,Multi 7+,2325420.0,,413.0,269.0,40.0,1.71
1129,Fuller Park,Multi 7+,13905.0,5571.0,96.0,36.0,116.0,3.0
1132,Edison Park,Multi < 7,3565.0,,34.0,27.0,47.0,1.42
1133,Edison Park,Single Family,,1339.0,37.0,16.0,56.0,2.31
1141,Fuller Park,Single Family,8701.0,,96.0,36.0,111.0,3.0
1144,Garfield Ridge,Multi < 7,87964.0,,2.0,2.0,31.0,2.0
1145,Humboldt Park,Single Family,38776.0,,37.0,16.0,79.5,2.64
1146,Garfield Ridge,Multi < 7,414.0,,68.0,31.0,64.0,2.62
1152,Humboldt Park,Multi < 7,,1403.0,22.0,8.0,105.0,3.14
1156,Hyde Park,Multi 7+,1500.0,,0.0,7.0,95.0,0.0
1158,Hyde Park,Multi < 7,14178.0,,24.0,12.0,0.0,2.4
1160,Irving Park,Single Family,9473.0,,23.0,9.0,97.0,2.56
1161,Jefferson Park,Single Family,,10311.0,23.0,8.0,61.63,2.88
1166,Jefferson Park,Multi < 7,41887.0,8262.0,38.0,23.0,65.0,2.0
1167,Kenwood,Single Family,24037.0,2363.0,38.0,15.0,13.0,2.53
1168,Kenwood,Single Family,34743.0,6899.0,64.0,28.0,91.5,2.91
1171,Lakeview,Multi 7+,29621.0,4003.0,96.0,33.0,99.0,2.91
1173,Lakeview,Single Family,57013.0,3672.0,42.0,25.0,116.0,2.1
1174,Lakeview,Multi 7+,16150.0,4309.0,69.0,35.0,99.0,2.03
1176,Lakeview,Multi < 7,6879.0,6941.0,17.0,8.0,84.0,2.13
1177,Lincoln Park,Multi 7+,28384.0,3694.0,69.0,41.0,109.0,1.92
1181,Lincoln Park,Multi 7+,50979.0,,99.0,63.0,94.0,1.71
1184,Lincoln Square,Multi 7+,22991.0,3244.0,51.0,32.0,94.0,1.96
1188,Lincoln Square,Single Family,31055.0,5928.0,26.0,13.0,54.0,2.17
1191,Logan Square,Multi < 7,44185.0,6261.0,53.0,19.0,92.2,3.12
1192,Logan Square,Multi < 7,,18752.0,53.0,25.0,0.0,2.21
1194,Near South Side,Multi 7+,390898.0,,2.0,1.0,82.0,2.0
1195,Logan Square,Multi 7+,53677.0,5710.0,83.0,33.0,83.0,2.77
1197,Logan Square,Multi < 7,86732.0,14804.0,0.0,0.0,86.5,0.0
1198,Logan Square,Single Family,,1832.0,30.0,12.0,119.0,2.5
1207,Lower West Side,Single Family,,4394.0,17.0,9.0,126.0,2.13
1210,Lower West Side,Multi < 7,,3913.0,22.0,6.0,132.67,3.67
1223,Uptown,Multi 7+,62782.0,,629.0,392.0,101.0,1.69
1224,Portage Park,Multi < 7,19484.0,2579.0,87.0,23.0,110.0,3.78
1225,Morgan Park,Multi 7+,35518.0,,65.0,38.0,55.0,1.86
1227,South Chicago,Single Family,,1991.0,10.0,8.0,109.0,3.33
1229,Morgan Park,Multi < 7,12555.0,3646.0,59.0,16.0,96.0,4.21
1230,Morgan Park,Multi < 7,1783.0,,6.0,5.0,60.0,2.0
1232,Morgan Park,Single Family,42278.0,9000.0,2.0,1.0,38.8,2.0
1235,Belmont Cragin,Multi 7+,,140.0,126.0,48.0,79.0,3.41
1237,Near North Side,Multi < 7,,4244.0,134.0,78.0,0.0,1.86
1242,Near West Side,Multi < 7,1674521.0,,604.0,231.0,0.0,2.96
1247,New City,Multi < 7,19681.0,2478.0,0.0,7.0,93.0,0.0
1250,New City,Single Family,40147.0,8966.0,0.0,0.0,63.75,0.0
1251,New City,Multi < 7,4118.0,,34.0,8.0,116.0,4.86
1253,New City,Single Family,42384.0,4446.0,26.0,9.0,4.0,2.89
1254,North Center,Single Family,312.0,,39.0,30.0,112.0,1.56
1255,North Center,Single Family,,2178.0,7.0,2.0,92.0,3.5
1259,North Center,Multi < 7,29196.0,8013.0,49.0,26.0,108.33,2.04
1260,North Center,Single Family,8154.0,,5.0,2.0,119.0,2.5
1264,North Lawndale,Multi 7+,15654.0,4074.0,44.0,22.0,94.0,4.4
1265,North Lawndale,Single Family,10248.0,,49.0,21.0,109.0,2.72
1271,Norwood Park,Multi < 7,27133.0,3353.0,57.0,37.0,2.0,1.73
1273,Norwood Park,Multi < 7,14278.0,5021.0,41.0,12.0,81.0,3.73
1274,Norwood Park,Single Family,93563.0,,23.0,8.0,52.86,3.29
1275,Norwood Park,Single Family,74160.0,,110.0,54.0,53.13,2.29
1276,Norwood Park,Single Family,106353.0,,27.0,12.0,53.83,2.45
1277,Norwood Park,Single Family,205529.0,,57.0,19.0,50.25,3.0
1279,O'Hare,Multi < 7,290020.0,,,,0.0,
1281,Portage Park,Multi 7+,18113.0,12370.0,32.0,17.0,85.0,1.88
1282,South Shore,Multi < 7,20182.0,,42.0,18.0,94.0,2.79
1284,Portage Park,Single Family,253883.0,8910.0,0.0,0.0,78.0,0.0
1285,Portage Park,Multi < 7,55141.0,5037.0,41.0,18.0,25.0,3.42
1287,Portage Park,Multi < 7,18689.0,5000.0,27.0,14.0,85.0,1.93
1292,Portage Park,Multi < 7,14868.0,4072.0,24.0,8.0,89.67,4.0
1294,Rogers Park,Multi 7+,35437.0,47.0,20.0,9.0,52.0,2.5
1295,Rogers Park,Multi 7+,20669.0,4533.0,77.0,34.0,84.0,3.21
1296,Rogers Park,Multi 7+,145678.0,,122.0,46.0,45.0,2.71
1298,Rogers Park,Multi < 7,82260.0,,142.0,82.0,0.0,1.95
1299,Rogers Park,Multi < 7,22971.0,4083.0,112.0,76.0,85.0,1.56
1300,Roseland,Multi < 7,34265.0,8134.0,53.0,26.0,80.25,2.21
1301,Roseland,Multi < 7,70928.0,,0.0,0.0,0.0,0.0
1302,Roseland,Multi < 7,6104.0,,30.0,11.0,109.0,2.73
1304,Roseland,Single Family,61372.0,8599.0,13.0,6.0,64.33,2.17
1307,South Chicago,Multi < 7,12537.0,4430.0,46.0,27.0,112.0,3.54
1308,South Chicago,Single Family,50832.0,9650.0,76.0,25.0,86.0,3.3
1309,South Chicago,Multi < 7,27429.0,4632.0,60.0,23.0,92.25,3.16
1312,South Chicago,Multi < 7,,1990.0,5.0,4.0,132.0,2.5
1320,South Lawndale,Multi < 7,,1448.0,71.0,20.0,121.0,3.74
1322,South Lawndale,Multi 7+,10404.0,4916.0,122.0,37.0,85.0,3.59
1328,South Shore,Multi 7+,9914.0,986.0,183.0,87.0,85.0,2.73
1331,South Shore,Single Family,6953.0,,20.0,20.0,126.5,2.0
1332,South Shore,Multi 7+,24541.0,5324.0,57.0,31.0,45.0,1.84
1335,South Shore,Multi 7+,232413.0,,154.0,108.0,82.5,1.64
1337,South Shore,Multi < 7,4024.0,,37.0,19.0,0.0,1.95
1338,West Town,Single Family,5894.0,,24.0,13.0,0.0,1.85
1339,South Shore,Multi < 7,26463.0,9674.0,29.0,13.0,90.33,2.64
1341,South Shore,Multi 7+,15761.0,13987.0,57.0,41.0,86.0,1.78
1345,Uptown,Single Family,18223.0,7137.0,101.0,39.0,0.0,2.66
1348,Uptown,Single Family,39876.0,4407.0,347.0,253.0,0.0,1.47
1353,Washington Park,Single Family,5100.0,,119.0,49.0,122.0,3.4
1355,Washington Park,Multi < 7,,2932.0,3.0,3.0,54.0,1.5
1356,Washington Park,Multi 7+,,5865.0,285.0,99.0,122.0,3.52
1357,West Elsdon,Single Family,,18057.0,57.0,20.0,61.68,3.35
1363,Near South Side,Single Family,28141.0,2745.0,0.0,0.0,0.0,0.0
1365,West Garfield Park,Multi 7+,51082.0,,114.0,41.0,80.0,3.35
1379,Armour Square,Multi < 7,27510.0,6216.0,18.0,5.0,0.0,3.6
1384,Albany Park,Single Family,51150.0,5687.0,208.0,68.0,90.67,3.25
1386,Albany Park,Multi < 7,209392.0,41226.0,200.0,58.0,90.0,3.7
1387,Albany Park,Multi < 7,49878.0,14529.0,116.0,38.0,79.0,3.52
1388,Albany Park,Single Family,124140.0,20472.0,116.0,38.0,81.92,3.52
1390,Albany Park,Multi < 7,215223.0,32761.0,232.0,66.0,87.36,3.57
1391,Albany Park,Single Family,119681.0,11934.0,232.0,66.0,76.83,3.57
1393,Albany Park,Multi < 7,207428.0,73929.0,258.0,84.0,81.06,3.39
1394,Albany Park,Single Family,24653.0,3734.0,258.0,84.0,0.0,3.39
1395,Albany Park,Multi < 7,139524.0,31640.0,192.0,57.0,89.09,3.56
1396,Albany Park,Single Family,56482.0,7221.0,192.0,57.0,66.0,3.56
1399,Albany Park,Single Family,17164.0,3122.0,80.0,38.0,0.0,2.35
1401,Albany Park,Multi 7+,71076.0,12824.0,213.0,78.0,92.0,3.09
1403,Albany Park,Multi < 7,139633.0,34227.0,152.0,42.0,83.11,4.0
1404,Albany Park,Single Family,55073.0,8504.0,152.0,42.0,94.4,4.0
1406,Albany Park,Multi < 7,136833.0,46814.0,233.0,59.0,83.0,3.95
1407,Albany Park,Multi < 7,160811.0,37675.0,216.0,50.0,80.45,4.32
1409,Albany Park,Multi < 7,86595.0,21111.0,94.0,38.0,84.0,2.47
1410,Albany Park,Multi < 7,121736.0,25355.0,140.0,45.0,90.6,3.89
1411,Albany Park,Single Family,20174.0,3783.0,140.0,45.0,59.33,3.89
1413,Albany Park,Multi < 7,59398.0,19289.0,127.0,45.0,66.75,3.1
1414,Albany Park,Single Family,41799.0,3618.0,127.0,45.0,0.0,3.1
1416,Auburn Gresham,Multi 7+,4995.0,19100.0,16.0,12.0,80.0,2.0
1417,Albany Park,Multi 7+,98038.0,6994.0,158.0,87.0,83.0,2.51
1418,Albany Park,Multi < 7,94998.0,20130.0,158.0,87.0,85.63,2.51
1419,Albany Park,Single Family,9627.0,2948.0,158.0,87.0,87.0,2.51
1422,Albany Park,Multi < 7,136988.0,17489.0,36.0,7.0,91.0,5.14
1428,Albany Park,Multi < 7,70882.0,13993.0,151.0,42.0,83.57,3.68
1429,Albany Park,Single Family,103350.0,15232.0,151.0,42.0,92.5,3.68
1430,Albany Park,Multi < 7,111342.0,30700.0,162.0,40.0,81.75,3.54
1431,Albany Park,Single Family,62994.0,10620.0,162.0,40.0,91.14,3.54
1434,Albany Park,Multi < 7,77451.0,10226.0,204.0,43.0,90.8,3.21
1435,Albany Park,Single Family,26669.0,4926.0,204.0,43.0,91.33,3.21
1437,Albany Park,Multi < 7,201635.0,38051.0,382.0,114.0,76.78,3.6
1438,Albany Park,Single Family,3703.0,1285.0,382.0,114.0,101.0,3.6
1442,Albany Park,Multi 7+,105980.0,12432.0,262.0,120.0,92.0,1.91
1443,Albany Park,Multi < 7,23956.0,3585.0,262.0,120.0,98.0,1.91
1445,Albany Park,Multi < 7,23084.0,8063.0,194.0,82.0,84.0,2.9
1446,Albany Park,Single Family,93641.0,16079.0,194.0,82.0,94.38,2.9
1448,Albany Park,Multi < 7,144065.0,29941.0,186.0,67.0,39.4,2.95
1449,Albany Park,Single Family,21714.0,4344.0,186.0,67.0,96.67,2.95
1450,Albany Park,Single Family,128006.0,19418.0,101.0,56.0,95.5,2.15
1451,Albany Park,Multi 7+,,4333.0,90.0,75.0,89.0,1.2
1453,Albany Park,Multi < 7,119469.0,42242.0,129.0,45.0,85.55,3.69
1454,Albany Park,Multi < 7,82883.0,19183.0,198.0,47.0,93.86,4.4
1456,Albany Park,Single Family,64222.0,13280.0,44.0,13.0,95.5,3.38
1457,Albany Park,Multi < 7,125636.0,25626.0,153.0,48.0,94.11,3.64
1458,Albany Park,Single Family,61046.0,4514.0,153.0,48.0,70.75,3.64
1459,Albany Park,Multi 7+,34655.0,4772.0,162.0,49.0,84.0,3.45
1460,Albany Park,Single Family,62057.0,8938.0,162.0,49.0,81.86,3.45
1461,Albany Park,Multi < 7,23503.0,1383.0,67.0,26.0,0.0,2.68
1462,Albany Park,Single Family,112954.0,15332.0,67.0,26.0,96.77,2.68
1464,Albany Park,Multi 7+,229624.0,31643.0,286.0,153.0,91.0,2.04
1467,Albany Park,Multi < 7,67105.0,30019.0,62.0,17.0,92.0,3.88
1468,Albany Park,Single Family,28408.0,6238.0,62.0,17.0,100.0,3.88
1472,Albany Park,Multi < 7,62377.0,18356.0,86.0,57.0,43.0,1.83
1475,Albany Park,Multi 7+,92656.0,1311.0,67.0,23.0,97.0,3.19
1476,Albany Park,Multi < 7,56658.0,2837.0,67.0,23.0,93.0,3.19
1480,Albany Park,Multi 7+,11170.0,1040.0,24.0,13.0,92.0,2.0
1482,Albany Park,Single Family,49053.0,13189.0,21.0,11.0,88.75,2.1
1483,Albany Park,Single Family,54492.0,8002.0,158.0,6.0,81.4,2.17
1486,Albany Park,Multi 7+,95049.0,15535.0,263.0,76.0,85.5,3.7
1487,Albany Park,Multi < 7,145633.0,44269.0,263.0,76.0,77.5,3.7
1488,Albany Park,Single Family,20594.0,2006.0,3.0,1.0,61.0,3.0
1489,Albany Park,Single Family,20562.0,7186.0,16.0,6.0,87.2,2.67
1490,Albany Park,Single Family,76119.0,12858.0,25.0,8.0,87.0,3.13
1491,Albany Park,Single Family,123490.0,24588.0,53.0,17.0,90.93,3.12
1494,Albany Park,Multi < 7,146462.0,44666.0,188.0,78.0,87.07,2.81
1496,Albany Park,Multi < 7,191120.0,46149.0,236.0,69.0,87.83,3.81
1498,Albany Park,Multi < 7,187483.0,32574.0,227.0,83.0,52.25,3.03
1500,Albany Park,Multi < 7,71376.0,9170.0,113.0,36.0,93.0,3.32
1501,Albany Park,Single Family,52153.0,6175.0,113.0,36.0,94.0,3.32
1502,Albany Park,Multi < 7,63899.0,25644.0,142.0,37.0,74.75,3.94
1503,Albany Park,Single Family,96404.0,18697.0,142.0,37.0,88.0,3.94
1504,Albany Park,Single Family,51920.0,8543.0,19.0,9.0,97.33,2.71
1506,Albany Park,Single Family,7777.0,4110.0,48.0,42.0,0.0,1.55
1508,Albany Park,Multi < 7,11229.0,3776.0,0.0,0.0,54.0,0.0
1509,Albany Park,Single Family,11487.0,2195.0,0.0,0.0,94.0,0.0
1511,Albany Park,Multi < 7,171690.0,32304.0,141.0,46.0,86.77,3.28
1513,Albany Park,Multi 7+,15980.0,9617.0,261.0,70.0,93.5,4.08
1514,Albany Park,Multi < 7,127032.0,48771.0,261.0,70.0,68.5,4.08
1515,Albany Park,Multi 7+,16578.0,2353.0,132.0,44.0,95.0,3.47
1516,Albany Park,Multi < 7,186809.0,35139.0,132.0,44.0,92.75,3.47
1518,Albany Park,Multi < 7,93236.0,9541.0,44.0,19.0,0.0,3.14
1521,Albany Park,Multi 7+,152087.0,15284.0,91.0,41.0,85.5,2.33
1522,Albany Park,Multi < 7,55465.0,12659.0,91.0,41.0,60.0,2.33
1523,Albany Park,Multi 7+,4561.0,14533.0,157.0,52.0,85.0,3.74
1524,Albany Park,Multi < 7,130423.0,22376.0,157.0,52.0,90.25,3.74
1525,Albany Park,Multi < 7,104890.0,21124.0,113.0,35.0,94.63,3.9
1526,Albany Park,Single Family,55105.0,7778.0,113.0,35.0,92.25,3.9
1528,Chatham,Multi 7+,9400.0,17305.0,82.0,51.0,82.0,1.86
1529,Albany Park,Multi < 7,85280.0,21380.0,172.0,39.0,89.0,4.53
1530,Albany Park,Single Family,53233.0,5538.0,172.0,39.0,94.75,4.53
1532,Albany Park,Multi < 7,168150.0,37337.0,177.0,47.0,91.92,4.12
1533,Albany Park,Multi < 7,37462.0,9697.0,70.0,19.0,94.5,4.12
1534,Albany Park,Single Family,42682.0,11930.0,70.0,19.0,93.17,4.12
1535,Albany Park,Multi < 7,62914.0,12180.0,126.0,29.0,80.0,4.5
1536,Albany Park,Single Family,96320.0,18379.0,126.0,29.0,89.44,4.5
1537,Albany Park,Multi < 7,137200.0,47862.0,180.0,51.0,76.75,3.83
1538,Albany Park,Single Family,40594.0,5065.0,180.0,51.0,91.0,3.83
1539,Albany Park,Multi < 7,49608.0,12028.0,49.0,16.0,89.6,3.06
1540,Albany Park,Single Family,64511.0,13267.0,49.0,16.0,91.25,3.06
1544,Albany Park,Multi < 7,49752.0,12763.0,62.0,24.0,88.0,3.88
1545,Albany Park,Multi < 7,69570.0,15983.0,51.0,11.0,89.0,4.64
1548,Albany Park,Multi 7+,17943.0,5577.0,59.0,21.0,84.0,3.47
1549,Albany Park,Multi < 7,16778.0,9565.0,59.0,21.0,91.0,3.47
1552,Albany Park,Multi < 7,70324.0,10100.0,56.0,23.0,90.25,2.8
1553,Albany Park,Multi < 7,69628.0,12733.0,98.0,30.0,89.8,3.5
1554,Albany Park,Single Family,69286.0,9906.0,98.0,30.0,91.83,3.5
1555,Albany Park,Multi < 7,184677.0,44127.0,206.0,56.0,80.5,4.12
1557,Albany Park,Multi < 7,22790.0,9745.0,242.0,77.0,88.0,4.17
1558,Albany Park,Single Family,23528.0,5138.0,242.0,77.0,90.33,4.17
1560,Albany Park,Single Family,82845.0,8473.0,230.0,93.0,90.86,2.99
1561,Albany Park,Multi < 7,183594.0,45139.0,134.0,40.0,78.6,4.19
1562,Albany Park,Single Family,17398.0,3289.0,134.0,40.0,87.0,4.19
1565,Albany Park,Multi 7+,10746.0,126.0,72.0,21.0,81.0,3.43
1566,Albany Park,Single Family,19787.0,4584.0,121.0,52.0,87.67,2.69
1568,Albany Park,Multi 7+,32688.0,4920.0,124.0,45.0,57.0,3.02
1569,Albany Park,Single Family,121218.0,14758.0,124.0,45.0,0.6,3.02
1573,Albany Park,Multi < 7,25240.0,461.0,49.0,15.0,0.0,4.08
1576,Albany Park,Single Family,32923.0,4254.0,12.0,4.0,89.0,3.0
1577,Albany Park,Single Family,86464.0,15304.0,23.0,7.0,44.57,3.29
1578,Albany Park,Single Family,150530.0,20576.0,47.0,17.0,86.63,2.94
1582,Albany Park,Multi 7+,129788.0,19180.0,184.0,76.0,83.0,2.79
1583,O'Hare,Multi 7+,448841.0,,305.0,150.0,33.5,2.12
1584,Albany Park,Multi < 7,9060.0,2482.0,184.0,76.0,94.0,2.79
1585,Albany Park,Single Family,140364.0,25148.0,184.0,76.0,77.0,2.79
1588,Albany Park,Multi < 7,112269.0,23866.0,0.0,0.0,90.7,0.0
1589,Albany Park,Single Family,39788.0,6366.0,0.0,0.0,93.43,0.0
1592,Albany Park,Multi 7+,42357.0,10250.0,163.0,62.0,83.0,3.08
1594,Albany Park,Multi < 7,115506.0,27123.0,163.0,62.0,46.5,3.08
1595,Albany Park,Single Family,7676.0,3768.0,163.0,62.0,118.33,3.08
1597,Albany Park,Multi < 7,111650.0,36491.0,45.0,11.0,112.86,4.09
1598,Albany Park,Single Family,126508.0,19276.0,61.0,14.0,81.91,4.69
1599,Albany Park,Single Family,14067.0,2037.0,45.0,11.0,130.0,4.09
1601,Albany Park,Multi < 7,7153.0,25864.0,125.0,43.0,0.0,3.13
1603,Albany Park,Multi < 7,54347.0,17205.0,128.0,41.0,86.33,3.37
1604,Albany Park,Single Family,36171.0,9010.0,14.0,5.0,64.4,2.8
1606,Albany Park,Multi < 7,138643.0,32515.0,120.0,36.0,83.42,3.32
1607,Albany Park,Multi < 7,98947.0,27909.0,90.0,38.0,80.73,2.9
1608,Albany Park,Single Family,72412.0,9620.0,90.0,38.0,97.0,2.9
1610,Albany Park,Multi < 7,187293.0,32448.0,115.0,42.0,87.5,2.95
1611,Albany Park,Single Family,33027.0,4763.0,115.0,42.0,88.75,2.95
1612,Albany Park,Single Family,120511.0,23344.0,41.0,17.0,83.47,2.56
1613,Albany Park,Single Family,149660.0,21980.0,40.0,16.0,82.31,2.5
1614,Albany Park,Multi < 7,184965.0,42351.0,174.0,60.0,91.82,3.28
1615,Albany Park,Single Family,21164.0,72.0,174.0,60.0,0.0,3.28
1616,Albany Park,Single Family,147661.0,24933.0,64.0,18.0,90.88,3.56
1618,Albany Park,Multi < 7,212511.0,40316.0,181.0,64.0,91.36,2.97
1619,Albany Park,Multi < 7,183222.0,38287.0,163.0,54.0,85.46,3.13
1620,Albany Park,Multi < 7,67215.0,13301.0,80.0,28.0,88.0,3.2
1621,Albany Park,Single Family,82046.0,17832.0,80.0,28.0,88.46,3.2
1625,Albany Park,Multi < 7,186771.0,49404.0,250.0,85.0,73.9,3.16
1626,Albany Park,Single Family,134328.0,21894.0,46.0,16.0,82.47,3.07
1628,Albany Park,Multi < 7,199105.0,42478.0,208.0,62.0,91.81,3.65
1629,Albany Park,Single Family,9680.0,3240.0,208.0,62.0,84.0,3.65
1631,Albany Park,Multi < 7,155589.0,28903.0,109.0,35.0,52.64,3.21
1634,Albany Park,Multi < 7,202492.0,28185.0,130.0,35.0,76.0,3.65
1636,Albany Park,Multi 7+,28915.0,4970.0,138.0,65.0,82.0,2.42
1637,Albany Park,Multi < 7,73887.0,19733.0,138.0,65.0,90.0,2.42
1641,Albany Park,Single Family,31525.0,4898.0,10.0,3.0,84.5,3.33
1642,Albany Park,Multi 7+,67014.0,18802.0,510.0,138.0,79.67,2.74
1643,Albany Park,Multi < 7,92896.0,10889.0,510.0,138.0,84.0,2.74
1644,Albany Park,Single Family,25424.0,5152.0,510.0,138.0,98.0,2.74
1646,Albany Park,Multi 7+,67144.0,12586.0,26.0,8.0,81.0,3.71
1648,Albany Park,Multi < 7,34367.0,4954.0,32.0,13.0,70.0,2.91
1650,Albany Park,Multi 7+,70678.0,28999.0,160.0,63.0,78.0,2.81
1651,Albany Park,Multi < 7,44445.0,14233.0,160.0,63.0,84.5,2.81
1652,Albany Park,Multi < 7,47753.0,11918.0,37.0,20.0,60.0,2.85
1653,Albany Park,Single Family,20749.0,3645.0,37.0,20.0,79.67,2.85
1654,Albany Park,Single Family,187969.0,23087.0,62.0,14.0,78.24,4.43
1655,Albany Park,Single Family,143696.0,22168.0,46.0,17.0,78.19,2.71
1656,Albany Park,Single Family,42429.0,6465.0,15.0,4.0,82.0,3.75
1657,Albany Park,Single Family,120338.0,23807.0,44.0,17.0,85.69,2.59
1660,Albany Park,Multi < 7,154780.0,37778.0,133.0,49.0,78.93,2.96
1661,Albany Park,Single Family,18927.0,4605.0,133.0,49.0,90.0,2.96
1662,Albany Park,Single Family,159578.0,24718.0,71.0,17.0,86.0,4.18
1663,Albany Park,Single Family,123013.0,17779.0,47.0,19.0,86.87,2.61
1664,Albany Park,Single Family,96791.0,17535.0,43.0,15.0,85.0,3.07
1665,Albany Park,Single Family,63841.0,9929.0,20.0,7.0,90.43,2.86
1666,Albany Park,Single Family,150078.0,22460.0,59.0,18.0,69.41,3.28
1667,Albany Park,Multi < 7,167091.0,35369.0,161.0,46.0,79.08,3.58
1668,Albany Park,Single Family,43938.0,7770.0,161.0,46.0,87.5,3.58
1669,Albany Park,Multi < 7,101924.0,20609.0,102.0,32.0,73.89,3.29
1671,Albany Park,Single Family,68308.0,10439.0,102.0,32.0,80.0,3.29
1672,Albany Park,Multi < 7,63999.0,8061.0,89.0,25.0,58.0,3.71
1675,Albany Park,Single Family,145963.0,24478.0,89.0,25.0,72.56,3.71
1676,Albany Park,Multi 7+,23041.0,6533.0,91.0,35.0,91.0,2.68
1677,Albany Park,Multi < 7,9556.0,1322.0,91.0,35.0,55.0,2.68
1678,Albany Park,Single Family,122857.0,19742.0,91.0,35.0,77.29,2.68
1680,Albany Park,Multi < 7,80894.0,18803.0,116.0,42.0,90.14,2.9
1681,Albany Park,Single Family,97253.0,20058.0,116.0,42.0,62.73,2.9
1684,Albany Park,Multi < 7,138207.0,6582.0,50.0,13.0,74.5,4.17
1685,Albany Park,Single Family,159949.0,45558.0,50.0,13.0,0.0,4.17
1687,Albany Park,Multi < 7,42934.0,4196.0,27.0,7.0,75.0,3.86
1688,Albany Park,Multi < 7,114696.0,27444.0,107.0,30.0,82.08,3.82
1689,Albany Park,Single Family,21300.0,2766.0,107.0,30.0,82.0,3.82
1690,Albany Park,Multi < 7,130473.0,24733.0,103.0,29.0,86.0,3.96
1691,Albany Park,Multi < 7,123660.0,21468.0,87.0,29.0,88.4,3.48
1692,Albany Park,Single Family,29208.0,6323.0,87.0,29.0,84.5,3.48
1693,Albany Park,Multi < 7,123334.0,31632.0,138.0,37.0,86.23,3.83
1694,Albany Park,Single Family,81109.0,17566.0,57.0,20.0,78.4,2.85
1697,Albany Park,Multi < 7,20447.0,3845.0,49.0,18.0,85.5,2.88
1698,Albany Park,Single Family,94501.0,13837.0,49.0,18.0,68.8,2.88
